274	109218
274	109310
274	109402
274	109494
274	109586
274	109677
274	109769
274	109861
274	109953
274	110045
274	110136
274	110228
274	110320
274	110412
274	110504
274	110595
274	110687
274	110779
274	110871
274	110963
274	111054
274	111146
274	111238
274	111330
274	111422
274	111513
274	111605
274	111697
274	111789
274	111881
274	111972
274	112064
274	112156
274	112248
274	112340
274	112431
274	112523
274	112615
274	112707
274	112799
274	112890
274	112982
274	113074
274	113166
274	113258
274	113349
274	113441
273	113533
272	113625
269	113717
272	113808
273	113900
273	113992
273	114084
273	114176
274	114267
275	114359
278	114451
285	114543
298	114635
319	114726
350	114818
359	114910
359	115002
360	115094
361	115185
368	115277
381	115369
400	115461
434	115553
446	115644
445	115736
446	115828
450	115920
466	116012
496	116103
527	116195
532	116287
537	116379
543	116471
553	116562
587	116654
626	116746
635	116838
639	116930
648	117021
677	117113
698	117205
701	117297
700	117389
702	117480
707	117572
714	117664
719	117756
716	117848
710	117939
692	118031
669	118123
662	118215
657	118307
643	118398
607	118490
575	118582
569	118674
564	118766
551	118857
514	118949
482	119041
467	119133
450	119225
435	119316
426	119408
414	119500
404	119592
395	119684
377	119775
340	119867
330	119959
327	120051
326	120143
340	120234
349	120326
343	120418
345	120510
344	120602
345	120693
344	120785
345	120877
345	120969
345	121061
345	121152
345	121244
345	121336
345	121428
345	121520
345	121611
345	121703
345	121795
345	121887
345	121979
345	122070
345	122162
345	122254
345	122346
345	122438
345	122529
345	122621
345	122713
345	122805
345	122897
345	122988
345	123080
345	123172
345	123264
345	123356
345	123447
345	123539
345	123631
345	123723
345	123815
345	123906
345	123998
345	124090
345	124182
345	124274
345	124365
345	124457
345	124549
345	124641
345	124733
345	124824
345	124916
345	125008
345	125100
345	125192
345	125283
345	125375
345	125467
345	125559
345	125651
345	125742
345	125834
345	125926
345	126018
345	126110
345	126201
345	126293
345	126385
345	126477
345	126569
345	126660
345	126752
345	126844
345	126936
345	127028
345	127119
345	127211
345	127303
345	127395
345	127487
345	127578
345	127670
345	127762
345	127854
345	127946
345	128037
345	128129
345	128221
345	128313
345	128405
345	128496
345	128588
345	128680
345	128772
345	128864
345	128955
345	129047
345	129139
345	129231
345	129323
345	129414
345	129506
345	129598
345	129690
345	129782
345	129873
345	129965
345	130057
345	130149
345	130241
345	130332
345	130424
345	130516
345	130608
345	130700
345	130791
345	130883
345	130975
345	131067
345	131159
345	131250
345	131342
345	131434
345	131526
345	131618
345	131709
345	131801
345	131893
345	131985
345	132077
345	132168
345	132260
345	132352
345	132444
345	132536
345	132627
345	132719
345	132811
345	132903
345	132995
345	133086
345	133178
345	133270
345	133362
345	133454
345	133545
