   2.1895919e-01   7.1971108e-01
   6.7929641e-01   3.1389837e-01
   8.3096535e-01   4.7903993e-01
   5.3461635e-02   7.7931485e-01
   6.8677271e-01   5.2219568e-01
   9.1964891e-02   7.1405761e-01
   6.5391896e-01   1.6631787e-01
   7.0119059e-01   4.2222400e-01
   9.1032083e-01   3.1883553e-01
   7.3608188e-01   4.5760685e-01
   6.3263857e-01   1.4380738e-01
   7.2266040e-01   3.2066780e-01
   7.5335583e-01   4.6373323e-01
   7.2685883e-02   8.7749311e-01
   2.7270997e-01   6.4868126e-01
   7.6649478e-01   3.9238853e-01
   3.5926498e-01   6.4307502e-01
   9.0465309e-01   1.8695199e-01
   4.9397668e-01   5.4814877e-01
   2.6614451e-01   7.3637975e-01
   7.3749075e-02   7.9043769e-01
   5.2974739e-01   4.0064069e-01
   4.6444582e-01   5.6809172e-01
   7.7020455e-01   1.6379344e-01
   6.2954342e-01   2.3056262e-01
   7.3622451e-01   6.5969527e-02
   8.8857221e-01   2.3088594e-01
   5.1327370e-01   3.1833422e-01
   5.9111358e-01   2.4322982e-01
   5.3730398e-01   3.8338957e-01
   4.6791737e-01   6.2853425e-01
   2.8721237e-01   7.7519880e-01
   1.7832770e-01   7.6630850e-01
   8.0240573e-01   2.5589577e-01
   4.9848012e-01   3.3800649e-01
   5.5458385e-01   5.1581954e-01
   8.9073748e-01   3.7895436e-01
   6.2484929e-01   8.5975014e-02
   7.1470997e-01   5.0341800e-01
   2.3991080e-01   6.7094390e-01
   6.8134621e-01   6.0274597e-02
   1.4753300e-01   8.7615123e-01
   5.8718662e-01   4.7366216e-01
   5.9010861e-01   4.8229278e-01
   5.5614614e-01   1.5842396e-01
   4.0876669e-01   6.7277244e-01
   5.6489868e-01   4.2322414e-01
   4.8851455e-01   2.4175423e-01
   6.5125374e-01   5.4492761e-01
   2.4784176e-01   9.1691429e-01
   4.7643180e-01   5.7842135e-01
   3.8931417e-01   5.2762005e-01
   2.0325033e-01   7.1023354e-01
   9.4748678e-01   3.3117965e-01
   1.3118853e-01   7.5624968e-01
   8.8564837e-01   2.8843555e-01
   9.2173630e-02   7.3633707e-01
   3.6533903e-01   5.4023723e-01
   2.5305736e-01   7.6713302e-01
   7.8315317e-01   5.0865692e-01
   3.4952414e-01   7.3388084e-01
   2.1524838e-01   8.6596086e-01
   6.7959237e-01   2.0414434e-01
   2.5012559e-01   8.2884477e-01
   8.6085984e-01   3.9399870e-01
   8.1756148e-01   4.9034177e-01
   7.5584353e-01   1.7416348e-01
   8.2469739e-01   3.6823673e-01
   1.0343393e-01   7.9543708e-01
   5.7671664e-01   3.0030901e-01
   8.7656572e-01   2.9353873e-01
   4.4003866e-01   5.0536909e-01
   8.6926374e-01   2.8842873e-01
   8.8603112e-01   1.3881256e-01
   4.6332273e-01   5.5548080e-01
   7.1342232e-01   4.7622826e-01
   6.6767907e-01   2.4682623e-01
   6.8204912e-01   4.0841180e-01
   3.1573241e-01   6.8839481e-01
   4.6753178e-01   5.3192527e-01
   3.1917759e-01   8.8998057e-01
   6.8249423e-01   4.8122673e-01
   8.3641988e-01   1.4312388e-01
   7.0892061e-01   4.8309189e-01
   8.2870795e-01   3.2547527e-01
   2.1354680e-01   6.5412826e-01
   3.8985359e-01   6.1988540e-01
   7.7686582e-01   3.0887354e-01
   7.8386520e-01   2.3765611e-01
   2.8215589e-01   9.2267568e-01
   8.1972609e-01   1.6874402e-01
   6.0101011e-01   2.7616354e-01
   8.2835472e-01   5.0918299e-01
   1.5773118e-01   8.3858058e-01
   2.3359919e-01   7.2674889e-01
   6.3471744e-01   3.3295071e-01
   7.9476981e-01   4.5126372e-01
   6.9624281e-01   3.8926233e-01
   7.5294041e-01   3.3203456e-01
   6.6952064e-01   5.0487466e-01
   6.3342991e-01   4.2841739e-01
   2.2700772e-01   8.4878311e-01
   6.9983444e-01   2.6863618e-01
   5.2612328e-01   4.7793654e-01
   3.2966639e-01   7.5485767e-01
   4.8532518e-01   4.0283149e-01
   8.6022570e-01   3.8888944e-01
   5.5683578e-01   2.2796971e-01
   7.3899661e-01   4.8685151e-01
   5.2854827e-01   3.0300425e-01
   3.1073887e-01   5.9246226e-01
   5.8811912e-01   5.1315049e-01
   5.1808359e-01   5.2021714e-01
   3.7022628e-01   7.2335304e-01
   4.7589622e-01   2.9663054e-01
   7.8263208e-02   7.6459728e-01
   3.6974201e-01   5.8650577e-01
   6.7178415e-01   2.1699766e-01
   6.7623692e-01   7.9747635e-02
   5.1393637e-01   3.1850888e-01
   7.2860836e-01   1.7882267e-01
   7.2076782e-01   4.7258700e-01
   3.2156009e-01   7.4857788e-01
   4.6043417e-01   3.4848546e-01
   6.6135550e-01   6.4064059e-02
   6.0563970e-01   1.4123407e-01
   6.7009840e-01   4.9318005e-01
   5.2280771e-01   2.9752862e-01
   2.6661332e-01   7.0293582e-01
   2.4673315e-01   6.6149041e-01
   8.1710133e-01   5.1471396e-01
   1.6074891e-01   8.8552542e-01
   7.0782630e-01   1.3539050e-01
   4.3663845e-01   5.0815926e-01
   7.5171009e-01   1.9508763e-01
   9.0330118e-01   3.4870540e-01
   5.8478720e-01   8.0508049e-02
   6.2686137e-01   4.7778535e-01
   6.5905333e-01   1.3837822e-01
   5.3866129e-01   1.3050593e-01
