 -9.5999999999999996e-001 -4.2333875999999998e-001
 -8.8000000000000000e-001 -7.2743983000000001e-001
 -8.0000000000000004e-001 -7.1356467999999995e-001
 -7.1999999999999997e-001 -3.5306914000000000e-001
 -6.4000000000000001e-001 -3.1591221000000003e-001
 -5.6000000000000005e-001 -4.3493495999999998e-001
 -4.7999999999999998e-001 -5.3151316999999998e-001
 -4.0000000000000002e-001 -3.3781727000000000e-001
 -3.2000000000000001e-001 -3.1435045000000000e-001
 -2.3999999999999999e-001 -5.0398978000000005e-001
 -1.6000000000000000e-001 -8.1419370000000002e-001
 -8.0000000000000002e-002 -5.7247570999999997e-001
  0.0000000000000000e+000 -1.9481687000000000e-001
  8.0000000000000002e-002  5.9982411000000002e-001
  1.6000000000000000e-001  5.8047678000000003e-001
  2.3999999999999999e-001  5.7497843000000004e-001
  3.2000000000000001e-001  4.9545454000000000e-001
  4.0000000000000002e-001  4.4095162999999998e-001
  4.7999999999999998e-001  4.0329672000000000e-001
  5.6000000000000005e-001  4.0093566000000003e-001
  6.4000000000000001e-001  5.9619179000000000e-001
  7.1999999999999997e-001  4.3882866999999998e-001
  8.0000000000000004e-001  4.9006876999999999e-001
  8.8000000000000000e-001  7.0864086000000004e-001
  9.5999999999999996e-001  4.9866371999999999e-002
