 -1.0000000000000000e+000 -3.6897191000000003e-002
 -9.2000000000000004e-001 -2.7295765999999999e-001
 -8.3999999999999997e-001 -6.9348913000000001e-001
 -7.6000000000000001e-001 -7.1568993000000003e-001
 -6.8000000000000005e-001 -5.2000130000000000e-001
 -5.9999999999999998e-001 -4.2993666000000003e-001
 -5.2000000000000002e-001 -3.9702662999999999e-001
 -4.4000000000000000e-001 -3.8495430000000003e-001
 -3.5999999999999999e-001 -6.0303174999999998e-001
 -2.8000000000000003e-001 -3.9034352000000000e-001
 -2.0000000000000001e-001 -6.5323299000000001e-001
 -1.2000000000000000e-001 -4.5914169999999999e-001
 -4.0000000000000001e-002 -2.6627393999999999e-001
  4.0000000000000001e-002  1.6791254999999999e-001
  1.2000000000000000e-001  7.2153226000000004e-001
  2.0000000000000001e-001  7.9027024000000001e-001
  2.8000000000000003e-001  5.3605508999999996e-001
  3.5999999999999999e-001  4.7427035000000001e-001
  4.4000000000000000e-001  4.6890850000000001e-001
  5.2000000000000002e-001  4.8481985000000000e-001
  5.9999999999999998e-001  4.3664465000000002e-001
  6.8000000000000005e-001  5.7793802999999999e-001
  7.6000000000000001e-001  6.1818242000000001e-001
  8.3999999999999997e-001  5.4898044999999995e-001
  9.2000000000000004e-001  5.1682207000000002e-001
  1.0000000000000000e+000  2.4631747999999998e-002
