0.636308 0.211547 0.608300
0.595761 -0.018493 0.580148
0.591420 0.172150 0.487198
0.509358 0.193506 0.385195
0.380619 0.140240 0.577906
0.386364 0.235873 0.423574
0.611046 0.061674 0.638085
0.502620 0.091982 0.584804
0.625099 0.093233 0.324443
0.492908 0.131983 0.302384
0.717591 0.314972 0.868287
0.587263 0.244410 0.466389
0.494845 0.318108 0.538549
0.460732 0.026974 0.539072
0.555288 0.211895 0.447196
0.514622 0.380266 0.482586
0.656387 0.246189 0.657485
0.651868 0.301268 0.562175
0.509363 0.038515 0.569950
0.794034 0.240977 0.592782
0.408733 0.325820 0.620911
0.546878 0.313132 0.459683
0.440590 0.207094 0.433011
0.870511 0.177071 0.467435
0.405148 0.252581 0.452614
0.479468 0.213836 0.476794
0.500991 0.373660 0.567392
0.649602 0.211380 0.437789
0.665299 0.096870 0.387269
0.812453 0.161127 0.529370
0.617595 0.177699 0.561709
0.677395 0.273134 0.671390
0.538435 0.204433 0.777860
0.542344 0.243884 0.563080
0.428780 0.458955 0.430278
0.653807 0.312087 0.462348
0.677595 0.277900 0.690918
0.454926 0.339864 0.574706
0.627599 0.359301 0.455492
0.615402 0.266159 0.598790
0.426523 0.121677 0.622925
0.621041 0.130351 0.615686
0.647909 0.242207 0.478110
0.433200 0.284171 0.442091
0.639768 0.152931 0.447112
0.547595 0.170368 0.568159
0.507602 0.224411 0.495027
0.686991 0.176149 0.432216
0.561602 0.124245 0.725332
0.494750 0.199520 0.519031
0.496681 0.001018 0.517717
0.836542 0.417557 0.678973
0.461053 0.154934 0.838984
0.861855 0.304816 0.602226
0.649751 0.084242 0.438075
0.501566 0.172683 0.415896
0.666853 0.279959 0.603386
0.682241 0.101529 0.414336
0.500383 0.185124 0.486530
0.664366 0.199535 0.591730
0.598571 0.228557 0.363420
0.640642 0.176848 0.388439
0.619049 0.163003 0.581319
0.538006 0.150148 0.330935
0.423186 0.186077 0.543348
0.635638 0.144569 0.522393
0.612962 0.007837 0.561909
0.512259 0.301504 0.422085
0.594891 0.246259 0.474749
0.559247 0.328423 0.513069
0.526631 0.177641 0.717852
0.707065 0.245022 0.525645
0.604081 0.086301 0.564500
0.630740 0.115342 0.493146
0.631653 0.163205 0.623788
0.760213 0.286751 0.515717
0.632007 0.138211 0.405961
0.741647 0.179237 0.468106
0.782374 0.271434 0.527136
0.596996 0.306552 0.483132
0.752834 0.212867 0.551706
0.660540 0.180568 0.517218
0.621719 0.192312 0.570724
0.504431 0.148319 0.477222
0.781078 0.099775 0.540159
0.679753 0.280080 0.596898
0.631729 -0.092150 0.527821
0.721811 0.205954 0.362521
0.666525 0.278801 0.491278
0.518274 0.167983 0.514177
0.659034 0.101777 0.510218
0.634406 0.169375 0.579258
0.648547 0.233330 0.413440
0.641877 0.329726 0.557047
0.541659 0.184662 0.447312
0.711154 0.237945 0.464533
0.719857 0.358468 0.565779
0.460391 0.189180 0.431653
0.619038 0.109846 0.421655
0.674626 0.137031 0.549485
0.768018 0.300680 0.447078
0.673013 0.087055 0.315637
0.391259 0.265104 0.355360
0.700540 0.036057 0.613322
0.635377 0.279092 0.587637
0.730036 0.200147 0.572766
0.596532 0.169258 0.585803
0.563990 0.098557 0.523030
0.500271 0.203009 0.286964
0.534458 0.058110 0.372377
0.470268 0.219169 0.444968
0.464078 0.119953 0.596072
0.523357 0.035515 0.656396
0.590440 0.291191 0.431715
0.538211 0.332100 0.520676
0.670098 0.064335 0.446353
0.706570 0.236771 0.523495
0.528083 0.162969 0.486816
0.472292 0.038208 0.184676
0.499812 0.069440 0.442306
0.589609 0.269365 0.627906
0.736958 0.425866 0.515795
0.586644 0.125043 0.608976
0.547952 0.108496 0.494894
0.655948 0.240954 0.688164
0.462281 0.479511 0.528070
0.765743 0.196860 0.368907
0.617249 0.069267 0.387897
0.677302 0.251137 0.627209
0.574445 -0.067990 0.448605
0.963327 0.278058 0.517182
0.495882 0.002317 0.580302
0.643611 0.150331 0.437687
0.303285 0.146511 0.696050
0.795163 0.193465 0.472354
0.445242 0.331570 0.540056
0.569153 0.347536 0.586439
0.538934 0.062182 0.509186
0.635465 0.067525 0.558910
0.519072 0.166480 0.516400
0.636284 0.047142 0.633501
0.551808 0.204528 0.581225
0.528796 -0.011813 0.393607
0.425684 0.156555 0.653945
0.577881 0.235476 0.513342
0.801348 0.031182 0.392538
0.692331 0.222880 0.539781
0.609354 0.214729 0.539920
0.609072 0.104369 0.428701
0.639092 0.111170 0.369807
0.637812 0.225029 0.480443
0.406866 0.134031 0.370471
0.515990 0.221657 0.655836
0.948641 0.147114 0.399686
0.537423 0.120241 0.441702
0.667641 0.069633 0.372910
0.469246 0.377626 0.397432
0.616403 0.205533 0.630403
0.717600 0.275522 0.430910
0.547587 0.145798 0.583350
0.509733 0.270672 0.679237
0.630726 0.234369 0.558481
0.506211 0.255873 0.443416
0.479702 0.123289 0.489314
0.562190 0.303089 0.402994
0.535453 0.189070 0.720633
0.675819 0.144111 0.452604
0.512142 0.094364 0.533262
0.742022 0.252776 0.261812
0.416841 0.182988 0.525036
0.600903 0.097784 0.499167
0.699543 0.246754 0.468145
0.570887 0.270183 0.532521
0.538034 0.070206 0.518269
0.449613 0.306490 0.424129
0.541475 0.106495 0.427744
0.807160 0.194737 0.501661
0.534868 0.251093 0.426480
0.645505 0.186065 0.452837
0.524744 0.061428 0.450612
0.736135 0.279876 0.442943
0.560501 0.270514 0.321285
0.590651 0.267980 0.363539
0.660041 0.115520 0.436017
0.561559 0.216397 0.633933
0.460665 0.140044 0.532214
0.683909 0.166476 0.504338
0.529530 0.180971 0.648594
0.655019 0.391029 0.533417
0.767925 0.227307 0.554179
0.604691 0.299802 0.442018
0.639016 0.295513 0.563837
0.643778 0.276279 0.401561
0.560084 0.216339 0.554705
0.546374 0.052275 0.386971
0.464243 0.179321 0.603727
0.591649 0.276543 0.382164
0.572556 0.167243 0.388996
0.646511 0.163437 0.453977
0.543272 0.005562 0.531733
0.251063 0.664940 0.723559
0.115271 0.556480 0.627804
0.287292 0.645833 0.790360
0.221049 0.792371 0.628274
0.389002 0.683967 0.933109
0.068561 0.551586 0.879135
0.103642 0.699673 0.696819
0.093101 0.614753 0.959656
0.205969 0.700477 0.712803
0.298657 0.522752 0.748017
0.439769 0.442177 0.806797
0.223947 0.549271 0.791578
0.207674 0.487959 0.716016
0.097730 0.556897 0.758983
0.221996 0.593681 0.811270
0.160586 0.851499 0.788793
0.230953 0.618933 0.890739
0.240507 0.533402 0.702708
0.345735 0.636891 0.903388
0.177201 0.582080 0.887461
0.176036 0.685886 0.924674
0.090742 0.757570 0.728304
0.132816 0.778885 0.635825
0.189100 0.550320 0.689721
0.305221 0.693418 0.895618
0.247197 0.686696 0.783980
0.402893 0.650166 0.891995
0.300266 0.655474 0.712455
0.144769 0.425013 0.755777
0.280264 0.490699 0.826189
0.281573 0.550955 0.885230
0.146884 0.414406 1.007533
0.191121 0.604354 0.728886
0.166792 0.542280 0.779766
0.165698 0.480399 0.900717
0.024140 0.535117 0.733189
0.065370 0.459887 0.940282
0.078223 0.539606 0.756794
0.101080 0.590704 0.663662
0.244034 0.660382 0.966575
0.304556 0.712378 0.858877
0.082570 0.647394 0.900951
0.087744 0.582953 0.757028
0.070510 0.657259 0.835356
0.030734 0.648261 0.659538
0.129848 0.682428 0.760733
0.238646 0.621754 0.642696
0.227873 0.521964 0.666004
0.261844 0.603432 0.846737
0.117286 0.605599 0.862401
0.047979 0.445816 0.908690
0.235496 0.628458 0.843728
0.224833 0.650112 0.961573
0.212617 0.627452 1.003743
0.093338 0.512678 0.798461
0.031575 0.837755 0.804235
0.328451 0.450260 0.953136
0.123768 0.623235 0.844593
0.082516 0.533338 0.793109
0.236631 0.598704 0.829853
0.238900 0.385303 0.553830
0.170400 0.718224 0.993778
0.200062 0.775590 0.882369
