 -9.6000000e-001 -5.6772590e-001
 -8.8000000e-001 -1.3145078e+000
 -8.0000000e-001 -1.3246270e+000
 -7.2000000e-001 -8.8199474e-001
 -6.4000000e-001 -8.2040050e-001
 -5.6000000e-001 -6.6105333e-001
 -4.8000000e-001 -6.7128129e-001
 -4.0000000e-001 -8.5180842e-001
 -3.2000000e-001 -9.6170472e-001
 -2.4000000e-001 -1.0753621e+000
 -1.6000000e-001 -1.1590791e+000
 -8.0000000e-002 -9.5120201e-001
  0.0000000e+000  1.8628461e-002
  8.0000000e-002  9.7719433e-001
  1.6000000e-001  1.4124059e+000
  2.4000000e-001  1.1752436e+000
  3.2000000e-001  7.6736460e-001
  4.0000000e-001  6.9717557e-001
  4.8000000e-001  9.4876779e-001
  5.6000000e-001  6.4431249e-001
  6.4000000e-001  9.7658067e-001
  7.2000000e-001  9.4294600e-001
  8.0000000e-001  1.1897396e+000
  8.8000000e-001  1.0007694e+000
  9.6000000e-001  5.2194833e-001
