 -1.0000000e+000  7.2889289e-002
 -9.2000000e-001 -8.8269789e-001
 -8.4000000e-001 -1.2153181e+000
 -7.6000000e-001 -1.0222028e+000
 -6.8000000e-001 -8.6075698e-001
 -6.0000000e-001 -6.2868900e-001
 -5.2000000e-001 -7.4050687e-001
 -4.4000000e-001 -7.2561397e-001
 -3.6000000e-001 -9.0313112e-001
 -2.8000000e-001 -1.0098252e+000
 -2.0000000e-001 -1.3522601e+000
 -1.2000000e-001 -1.1476280e+000
 -4.0000000e-002 -4.0773570e-001
  4.0000000e-002  4.6678374e-001
  1.2000000e-001  1.2233811e+000
  2.0000000e-001  1.4587136e+000
  2.8000000e-001  1.1755137e+000
  3.6000000e-001  1.0109202e+000
  4.4000000e-001  6.9063673e-001
  5.2000000e-001  8.9339342e-001
  6.0000000e-001  5.9329934e-001
  6.8000000e-001  7.7783737e-001
  7.6000000e-001  1.2307845e+000
  8.4000000e-001  1.2821672e+000
  9.2000000e-001  1.0947014e+000
  1.0000000e+000 -3.0601497e-002
