 -1.0000000000000000e+000  5.8310371000000005e-001
 -9.2000000000000004e-001 -4.0951073999999998e-001
 -8.3999999999999997e-001 -3.9923551000000002e-001
 -7.6000000000000001e-001 -3.9485250000000000e-001
 -6.8000000000000005e-001  4.4909106999999998e-001
 -5.9999999999999998e-001  0.0000000000000000e+000
 -5.2000000000000002e-001 -3.9485250000000000e-001
 -4.4000000000000000e-001  5.8742850000000002e-001
 -3.5999999999999999e-001 -4.4968372000000001e-001
 -2.8000000000000003e-001 -3.9429832999999997e-001
 -2.0000000000000001e-001  4.4968372000000001e-001
 -1.2000000000000000e-001  3.9485250000000000e-001
 -4.0000000000000001e-002  3.9429832999999997e-001
  4.0000000000000001e-002  6.4723874999999997e-001
  1.2000000000000000e-001  6.3798811000000000e-001
  2.0000000000000001e-001  2.4441583000000000e-001
  2.8000000000000003e-001 -2.4441583000000000e-001
  3.5999999999999999e-001 -6.4723874999999997e-001
  4.4000000000000000e-001 -5.1172839999999997e-001
  5.2000000000000002e-001 -5.8310371000000005e-001
  5.9999999999999998e-001  3.9923551000000002e-001
  6.8000000000000005e-001  5.1172839999999997e-001
  7.6000000000000001e-001 -3.9923551000000002e-001
  8.3999999999999997e-001 -5.8742850000000002e-001
  9.2000000000000004e-001 -6.4723874999999997e-001
  1.0000000000000000e+000  5.8310371000000005e-001
