1 	  27.03	  11.28	   1.52	   6.61	   3.65	  59.41
2 	  27.22	   4.56	  -3.62	 -85.39	 -29.27	 154.14
3 	  25.95	   1.66	  -7.76	 104.41	  24.02	  17.58
1 	  27.01	  11.29	   1.52	   6.68	   3.63	  59.35
2 	  27.20	   4.57	  -3.62	 -85.36	 -29.27	 154.14
3 	  25.95	   1.69	  -7.75	 104.50	  24.02	  17.53
1 	  27.02	  11.29	   1.54	   6.68	   3.49	  59.41
2 	  27.21	   4.59	  -3.60	 -85.36	 -29.27	 154.23
3 	  25.96	   1.68	  -7.75	 104.48	  24.02	  17.53
1 	  27.02	  11.28	   1.55	   6.64	   3.49	  59.44
2 	  27.22	   4.56	  -3.61	 -85.43	 -29.25	 154.20
3 	  25.96	   1.66	  -7.76	 104.41	  24.02	  17.53
1 	  27.03	  11.29	   1.50	   6.68	   3.71	  59.41
2 	  27.22	   4.57	  -3.64	 -85.34	 -29.22	 154.03
3 	  25.95	   1.67	  -7.76	 104.48	  23.97	  17.58
1 	  27.02	  11.29	   1.51	   6.70	   3.71	  59.37
2 	  27.22	   4.57	  -3.63	 -85.32	 -29.22	 154.05
3 	  25.95	   1.69	  -7.75	 104.50	  23.97	  17.56
1 	  27.01	  11.28	   1.53	   6.64	   3.56	  59.37
2 	  27.22	   4.57	  -3.61	 -85.41	 -29.27	 154.20
3 	  25.95	   1.69	  -7.76	 104.50	  24.02	  17.56
1 	  27.02	  11.29	   1.55	   6.64	   3.49	  59.41
2 	  27.22	   4.60	  -3.60	 -85.34	 -29.29	 154.25
3 	  25.96	   1.67	  -7.77	 104.48	  24.02	  17.60
1 	  27.03	  11.26	   1.52	   6.55	   3.60	  59.44
2 	  27.22	   4.57	  -3.61	 -85.41	 -29.22	 154.18
3 	  25.95	   1.67	  -7.78	 104.48	  23.99	  17.64
1 	  27.03	  11.26	   1.50	   6.53	   3.71	  59.41
2 	  27.22	   4.56	  -3.63	 -85.41	 -29.20	 154.09
3 	  25.95	   1.66	  -7.79	 104.48	  23.97	  17.71
1 	  27.02	  11.28	   1.50	   6.61	   3.74	  59.37
2 	  27.21	   4.58	  -3.63	 -85.28	 -29.25	 154.05
3 	  25.95	   1.67	  -7.79	 104.52	  23.99	  17.71
1 	  27.02	  11.27	   1.50	   6.59	   3.69	  59.37
2 	  27.22	   4.57	  -3.62	 -85.39	 -29.27	 154.16
3 	  25.95	   1.67	  -7.78	 104.52	  23.97	  17.67
1 	  27.03	  11.27	   1.52	   6.59	   3.65	  59.41
